NULL;FC A 0002-00038734;BV540MA;25;96577.92
NULL;FCC A 0004-00003450;BW425;8;47215.88
NULL;FCC A 0004-00003450;TCH500;8;42923.52
NULL;FCC A 0004-00003450;BL540;30;144866.88
NULL;FCC A 0004-00003450;BV540;70;300464.64
NULL;FC A 0002-00038718;BL540MA;15;65190.09
NULL;FCC A 0004-00003445;GC40MA;25;89667
NULL;FCC A 0004-00003445;GF40MA;30;107600.4
NULL;FC A 0002-00038735;BCH540MA;15;76055.11
NULL;FC A 0002-00038735;BV540MA;35;135209.09
NULL;FC A 0002-00038735;BW425MA;15;79676.78
NULL;FC A 0002-00038719;BW425;8;47215.87
NULL;FC A 0002-00038719;TCH500;3;16096.32
NULL;FC A 0002-00038719;BW425;2;11803.97
NULL;FCC A 0004-00003448;BCH540MA;50;253517.04
NULL;FCC A 0004-00003448;BV540MA;60;231787.01
NULL;FCC A 0004-00003445;CD180MA;18;94688.35
NULL;FCC A 0004-00003445;GA40MA;35;125533.8
NULL;FCC A 0004-00003448;BL540MA;25;108650.16
NULL;FCC A 0004-00003445;FCH60MA;10;42515.28
NULL;FCC A 0004-00003445;FV16MA;15;35429.4
NULL;FCC A 0004-00003446;GC40;10;39852
NULL;FCC A 0004-00003433;BL540MA;30;130380.19
NULL;FC A 0002-00038727;BL540MA;20;86920.12
NULL;FCC A 0004-00003447;FCH60MA;20;85030.56
NULL;FCC A 0004-00003447;FDL60MA;25;70858.8
NULL;FCC A 0004-00003446;FCH60;6;28343.52
NULL;FCC A 0004-00003446;FDL60;12;37791.36
NULL;FC A 0002-00038719;BV540;45;193155.84
NULL;FCC A 0004-00003448;BN540MA;25;96577.92
NULL;FC A 0002-00038728;BCH540MA;10;50703.41
NULL;FC A 0002-00038728;BV540MA;12;46357.4
NULL;FC A 0002-00038733;BV5;3;17583.59
NULL;FCC A 0004-00003450;BCH540;8;45069.7
